galaxy_id,K_tau,scenario_name,model_name,prior_weighted_mean_rmse,best_plausible_rmse,fraction_prior_weight_model_wins,fraction_prior_weight_tdf_beats_nfw,fraction_prior_weight_tdf_beats_mond,ktau_stability_flag,caveat
NGC3198,2.0,canonical_anchor_prior,tdf_3knot,93.56795897112397,7.880767496151239,0.0,0.10921711919447401,0.10921711919447401,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,2.0,canonical_anchor_prior,tdf_5knot,16.348036500358294,6.818723346771519,0.8938160777207019,0.8938160777207019,0.8938160777207019,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,2.0,photometry_uniform_plausible,tdf_3knot,9.35955309366768,4.782128110287081,0.0,0.6666666666666667,1.0000000000000002,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,2.0,photometry_uniform_plausible,tdf_5knot,4.948099213245919,3.207421402824405,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,2.0,morphology_aware_conservative,tdf_3knot,9.353244085642844,4.782128110287081,0.0,0.7351216544194623,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,2.0,morphology_aware_conservative,tdf_5knot,4.939000337562475,3.207421402824405,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,2.0,canonical_anchor_prior,tdf_3knot,9.319855011330239,4.782128110287081,0.0,0.890782880805526,0.9969668030848242,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,2.0,canonical_anchor_prior,tdf_5knot,4.909966824658883,3.207421402824405,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,2.0,photometry_uniform_plausible,tdf_3knot,55.35081653306931,3.380166988445642,0.0,0.3333333333333333,0.5555555555555556,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,2.0,photometry_uniform_plausible,tdf_5knot,39.75252859043697,2.717352387538293,0.6666666666666667,0.6666666666666667,0.6666666666666667,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,2.0,morphology_aware_conservative,tdf_3knot,71.53669638448595,3.380166988445642,0.0,0.43734874353781883,0.529461334141692,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,2.0,morphology_aware_conservative,tdf_5knot,51.16490782213268,2.717352387538293,0.5626512564621811,0.5626512564621811,0.5626512564621811,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,2.0,ngc7814_bulge_sensitivity_diagnostic,tdf_3knot,31.51721886015392,3.380166988445642,0.0,0.35294117647058826,0.6482637747836566,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,2.0,ngc7814_bulge_sensitivity_diagnostic,tdf_5knot,22.47373575117571,2.717352387538293,0.8235294117647058,0.823529411764706,0.8235294117647058,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,2.0,canonical_anchor_prior,tdf_3knot,139.5157415988619,3.380166988445642,0.0,0.10618386680732268,0.10888630769602704,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,2.0,canonical_anchor_prior,tdf_5knot,101.19223015086443,2.717352387538293,0.10920838427326843,0.10921758455198831,0.10920838427326843,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
